daeh-CanQiQi-WuLongZuo.xml,erhuang,manban,,惨凄凄唤苍天天不应响，,12,65
,erhuang,manban,,叹红颜多薄命父母双亡。,84,121
,erhuang,manban,,千金休哪曾受磨房景况，,136,201
,erhuang,manban,,担几肩头晕转体若筛糠。,236,261
daeh-LiYanFei-DaBaoGuo.xml,erhuang,manban,,李艳妃设早朝龙书案下，,0,41
,erhuang,manban,,文站东武列西朝贺哀家。,42,74
,erhuang,manban,,太师爷奏一本进贡年下，,75,100
,erhuang,manban,,各国的众王侯朝贺中华。,104,122
,erhuang,manban,,将江山让太师权且代贺，,124,140
,erhuang,manban,,候幼主成了龙原业归家。,144,"161,75"
,erhuang,manban,,写文约我且把玉玺打下，,164,196
,erhuang,manban,,宣太师上金殿披红插花。,197,237
,erhuang,manban,,赐你的上方剑朝房问话，,238,263
,erhuang,manban,,压定了文武臣均要画押。,267,"292,5"
daeh-LiYanFei-ErJinGong.xml,erhuang,zhongsanyan,,李艳妃坐昭阳自思自想，,15,52
,erhuang,zhongsanyan,,想起了朝中事好不惨伤！,55,"87,5"
,erhuang,zhongsanyan,,耳边厢又听得朝靴响亮，,103,140
,erhuang,zhongsanyan,,想必是徐杨将进了昭阳。,143,160
,erhuang,zhongsanyan,,有几句话儿我不好言讲，,163,180
,erhuang,zhongsanyan,,我只得怀抱太子两泪汪汪口口声声哭的是先王。,183,"227,5"
daeh-NaRiFeng-YuanXiaoMi.xml,erhuang,yuanban,,那日风波平地起，,17,"41,5"
,erhuang,yuanban,,死里逃生甚惨凄。,43,53
,erhuang,yuanban,,舅父前来出主意，,53,"59,5"
,erhuang,yuanban,,我与母亲两分离。,61,81
,erhuang,yuanban,,母女隔断三千里，,91,"115,5"
,erhuang,yuanban,,那厢流泪这厢啼。,117,"125,5"
,erhuang,yuanban,,我今绝少人生趣，,127,"145,5"
,erhuang,yuanban,,不如早死命归西。,165,183
daeh-NuZiYou-TouJunBieYao.xml,erhuang,manban,,奴自幼在闺阁娇生惯养，,0,41
,erhuang,manban,,为薛郎我父女断绝情长。,42,78
,erhuang,manban,,但愿得去投军功名有望，,79,120
,erhuang,manban,,也不枉我二人苦度时光。,121,149
daeh-SunShangXiang-BieHuangGong.xml,erhuang,manban,,孙尚香坐宫院自思自叹，,0,41
,erhuang,manban,,想起了已往事心内痛酸。,42,78
,erhuang,manban,,遭不幸父王爷把驾来晏，,79,124
,erhuang,manban,,留下了孙仲谋执掌江南。,125,"146,5"
,erhuang,manban,,与周郎定巧计把皇叔来骗，,149,"165,5"
,erhuang,manban,,又谁知弄假成真反配凤鸾。,169,"186,5"
,erhuang,manban,,回荆州未三载诓我回转，,189,"205,5"
,erhuang,manban,,阿斗儿行中途被子龙追还。,209,"226,5"
,erhuang,manban,,恨只恨我兄长把事错办，,229,"245,5"
,erhuang,manban,,叹一声不由人珠泪涟涟。,249,273
daeh-TanHongYan-HuoXiaoYu.xml,erhuang,manban,,叹红颜薄命前生就，,32,"75,75"
,erhuang,manban,,美满姻缘付东流。,76,105
,erhuang,manban,,薄幸冤家音信无有，,124,164
,erhuang,manban,,啼花泣月在暗里（呀）添愁。,168,"182,5"
,erhuang,manban,,枕边泪（呀）共（那）阶前雨，,184,221
,erhuang,manban,,隔着窗儿点滴不休。,236,260
daeh-WangChunE-SanNiangJiaoZi.xml,erhuang,manban,,王春娥坐草堂自思自叹，,36,92
,erhuang,manban,,想起了我老爷好不惨然。,112,149
,erhuang,manban,,春娥女好一此失群孤雁，,164,204
,erhuang,manban,,老薛保好一似浪里舟船。,204,"221,5"
,erhuang,manban,,薛倚儿他好比无弓之箭，,224,244
,erhuang,manban,,每日里在书房苦读圣贤。,244,"261,5"
,erhuang,manban,,将身儿来至在机房织绢，,264,296
,erhuang,manban,,等候了薛倚儿转回家园。,332,355
daeh-WuDuanQiao-BiYuZan.xml,erhuang,manban,,无端巧计将人陷，,36,93
,erhuang,manban,,薄命自伤怨红颜。,112,149
,erhuang,manban,,独处闺房愁无限，,164,"204,5"
,erhuang,manban,,落得孤身病恹恹。,208,"224,5"
,erhuang,manban,,今生若被郎轻贱，,228,"244,5"
,erhuang,manban,,满腹冤屈向谁言。,248,"263,5"
,erhuang,manban,,一心早想寻短见，,264,297
,erhuang,manban,,又怕丑名误流传。,332,356
daeh-XiaoNuCai-SanNiangJiaoZi.xml,erhuang,yuanban,,小奴才他一言问住我，,0,13
,erhuang,yuanban,,闭口无言王春娥。,15,21
,erhuang,yuanban,,哭一声亡故夫在阴曹等我，,23,31
,erhuang,yuanban,,等候了你妻子同见阎罗。,33,41
,erhuang,yuanban,,怒气不息在机房闷坐，,43,55
,erhuang,yuanban,,叹一声不由人珠泪如梭。,56,74
daeh-ZaoBuXing-HeHouMaDian.xml,erhuang,kuaisanyan,,遭不幸老王爷晏了御驾，,10,51
,erhuang,kuaisanyan,,贼昏王篡了位谋乱邦家。,54,71
,erhuang,kuaisanyan,,把一个皇太子逼死殿下，,74,91
,erhuang,kuaisanyan,,反倒说为嫂我拦阻有差，,94,111
,erhuang,kuaisanyan,,贼好比王莽贼称孤道寡，,114,131
,erhuang,kuaisanyan,,贼好比曹阿瞒半点不差，,134,151
,erhuang,kuaisanyan,,贼好比秦赵高指鹿为马，,154,"173,5"
,erhuang,kuaisanyan,,贼好比那司马师搅乱中华。,174,191
,erhuang,kuaisanyan,,只骂得贼昏王装聋作哑，,194,211
,erhuang,kuaisanyan,,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,214,256
,erhuang,kuaisanyan,,只骂得贼昏王无言对答。,258,275
,erhuang,kuaisanyan,,两旁的文武臣珠泪如麻，,278,295
,erhuang,kuaisanyan,,搬一把金交椅娘且坐下，,298,315
,erhuang,kuaisanyan,,你叔王不让位再去骂他。,318,360
daeh-ZiNaRi-ErJinGong.xml,erhuang,manban,,自那日与徐杨决裂以后，,40,96
,erhuang,manban,,独坐在寒宫院闷闷悠悠。,116,152
,erhuang,manban,,先王爷晏驾后太子年幼，,168,"208,5"
,erhuang,manban,,太师爷一心心想篡龙楼。,212,"228,25"
,erhuang,manban,,他那里父女情全然无有，,232,"248,5"
,erhuang,manban,,竟把我孤儿寡母当做了马牛。,252,"271,5"
,erhuang,manban,,徐小姐把守在宫门口，,272,316
,erhuang,manban,,看一看不觉到八月中秋。,352,384
,erhuang,manban,,李艳妃坐昭阳自思自想，,402,438
,erhuang,manban,,想起了老王爷好不惨伤。,442,470
,erhuang,manban,,耳边厢又听得朝靴响亮，,486,"522,5"
,erhuang,manban,,想必是徐杨进了昭阳。,526,544
,erhuang,manban,,有一句话儿不好言讲，,546,"562,5"
,erhuang,manban,,我只得怀抱太子两泪汪汪口口声声哭的是先王！,566,610
daeh-ZiNaRi-ZhuangYuanMei-1.xml,erhuang,yuanban,,自那日与六郎姻缘相见，,17,"35,25"
,erhuang,yuanban,,行不安坐不宁情态缠绵。,37,"45,25"
,erhuang,yuanban,,在潼台被贼擒在命好险，,47,"55,25"
,erhuang,yuanban,,乱军中多亏他救我回还。,57,79
,erhuang,yuanban,,这桩事闷得我柔肠百转，,87,"119,5"
,erhuang,yuanban,,不知道他与我是否一般。,121,"129,25"
,erhuang,yuanban,,百姓们闺房乐如花美眷，,131,"139,25"
,erhuang,yuanban,,帝王家深宫院似水流年。,141,"151,25"
,erhuang,yuanban,,幸喜得珍珠衫称心如愿，,153,"161,25"
,erhuang,yuanban,,宋天子主婚姻此事成全。,163,"171,25"
,erhuang,yuanban,,但愿得令公令婆别无异见，,173,"181,25"
,erhuang,yuanban,,但愿得杨六郎心如石坚，,183,191375
,erhuang,yuanban,,但愿得状元媒月老引线，,193,201
,erhuang,yuanban,,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,203,246
,erhuang,yuanban,,愿天下有情人都成姻眷，,246,"260,25"
,erhuang,yuanban,,愿天下从此后国泰民安。,262,271
daeh-ZiNaRi-ZhuangYuanMei-2.xml,erhuang,yuanban,,自那日与六郎阵前相见，,18,"42,5"
,erhuang,yuanban,,行不安坐不宁情态缠绵。,44,52
,erhuang,yuanban,,在潼台被贼擒性命好险，,54,62
,erhuang,yuanban,,乱军中多亏他救我回还。,64,86
,erhuang,yuanban,,这桩事闷得我柔肠百转，,94,"128,5"
,erhuang,yuanban,,不知道他与我是否一般。,130,138
,erhuang,yuanban,,百姓们闺房乐如花美眷，,140,"148,5"
,erhuang,yuanban,,帝王家深宫怨似水流年。,150,160
,erhuang,yuanban,,幸喜得珍珠衫称心如愿，,162,"170,5"
,erhuang,yuanban,,宋天子主婚姻此事成全。,172,"180,75"
,erhuang,yuanban,,但愿得令公令婆别无意见，,182,"190,5"
,erhuang,yuanban,,但愿得杨六郎心如石坚。,192,"200,75"
,erhuang,yuanban,,但愿得状元媒月老引线，,202,"210,5"
,erhuang,yuanban,,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,212,247
,erhuang,yuanban,,愿天下有情人都成姻眷，,263,"277,5"
,erhuang,yuanban,,愿邦家从此后国泰民安。,279,288
daeh-ZuoChunGui-XiShi.xml,erhuang,manban,,坐春闺只觉得光明似箭，,10,63
,erhuang,manban,,无限的闲愁恨尽上眉尖。,78,115
,erhuang,manban,,奴这里心中痛玉颜清减，,128,196
,erhuang,manban,,夜不眠朝慵起又向谁言。,212,236
daeh-ZuoRiGong-TaiZhenWaiChuan.xml,erhuang,yuanban,,昨日宫中何等宠幸，,18,40
,erhuang,yuanban,,有谁知一时错被逐宫廷。,42,60
,erhuang,yuanban,,思想起从前事心中悔恨，,70,"94,5"
,erhuang,yuanban,,但不知何日里再沐圣明。,96,106
daxp-ChenSanLiang-ChenSanLiangPaTang.xml,xipi,daoban,,陈三两在大堂把话云，,14,33
,xipi,manban,,公正的老爷细听分明。,65,"100,75"
,xipi,manban,,我本是被骗进的富春院，,129,157
,xipi,manban,,发奋自强日夜读诗文。,165,196
,xipi,manban,,诗书易礼都学会，,205,220
,xipi,manban,,最可恨鸨儿叫我接客人。,229,252
daxp-ChunQiuTing-SuoLinNang.xml,xipi,erliu,,春秋亭外风雨暴，,2,"14,75"
,xipi,erliu,,何处悲声破寂寥。,15,"25,25"
,xipi,erliu,,在隔帘只见这一花轿，,27,"36,75"
,xipi,erliu,,想必是新婚渡鹊桥，,37,"47,25"
,xipi,erliu,,吉日良辰当欢笑，,49,"58,75"
,xipi,erliu,,为何鲛珠化泪抛？,59,"72,75"
,xipi,erliu,,此时却又明白了，,75,"84,25"
,xipi,liushui,,世上何尝尽富豪，,"84,5",89
,xipi,liushui,,亦有饥寒悲怀抱，,"90,5",97
,xipi,liushui,,也有失意痛哭嚎啕，,"97,5",103
,xipi,liushui,,轿内的人儿弹别调，,"103,5",108
,xipi,liushui,,必有隐情在心潮。,"108,5",118
,xipi,liushui,,耳听得悲声惨心中如捣，,131,"138,5"
,xipi,liushui,,同遇人为什么这样嚎啕？,"139,5","147,5"
,xipi,liushui,,莫不是夫郎丑难谐女貌？,"148,5",156
